.COMMENT Prompt string: "f"

.PEN_DOWN
175 3030 0
174 3030 1
173 3030 2
172 3030 3
170 3030 4
168 3030 5
166 3030 6
164 3030 7
163 3030 8
162 3030 9
160 3030 10
159 3030 11
158 3030 12
157 3030 13
156 3030 14
155 3030 15
154 3030 16
153 3030 17
152 3030 18
151 3030 19
150 3030 20
149 3030 21
148 3030 22
147 3030 23
146 3030 24
145 3030 25
144 3030 26
143 3030 27
142 3030 28
141 3030 29
140 3030 30
139 3030 31
138 3030 32
137 3030 33
136 3030 34
135 3031 35
134 3031 36
133 3031 37
132 3031 38
131 3031 39
130 3031 40
129 3031 41
128 3031 42
127 3031 43
126 3031 44
125 3031 45
124 3031 46
122 3031 47
120 3031 48
120 3032 49
119 3032 50
118 3032 51
117 3032 52
116 3032 53
114 3032 54
113 3032 55
112 3032 56
111 3032 57
110 3032 58
109 3032 59
108 3033 60
107 3033 61
106 3033 62
105 3033 63
104 3033 64
103 3033 65
102 3033 66
100 3033 67
99 3033 68
98 3033 69
97 3033 70
95 3033 71
94 3033 72
93 3033 73
92 3033 74
90 3033 75
89 3033 76
88 3033 77
87 3033 78
86 3033 79
84 3033 80
83 3033 81
82 3033 82
80 3033 83
79 3033 84
78 3033 85
77 3033 86
76 3033 87
75 3033 88
74 3033 89
73 3033 90
72 3033 91
71 3033 92
70 3033 93
69 3033 94
68 3033 95
67 3033 96
67 3032 97
66 3031 98
66 3030 99
66 3029 100
66 3028 101
66 3027 102
66 3026 103
66 3024 104
66 3023 105
66 3021 106
66 3019 107
66 3017 108
66 3015 109
66 3013 110
66 3010 111
66 3008 112
66 3006 113
66 3003 114
66 3001 115
66 2998 116
66 2996 117
66 2993 118
66 2991 119
66 2988 120
66 2985 121
66 2983 122
66 2980 123
66 2978 124
66 2976 125
66 2974 126
66 2972 127
66 2970 128
66 2968 129
65 2965 130
65 2963 131
65 2960 132
65 2957 133
65 2954 134
64 2951 135
64 2949 136
64 2947 137
64 2944 138
63 2942 139
63 2940 140
63 2939 141
63 2937 142
63 2935 143
62 2933 144
62 2931 145
62 2929 146
62 2927 147
62 2925 148
62 2923 149
62 2921 150
62 2919 151
62 2917 152
62 2915 153
62 2913 154
61 2912 155
61 2910 156
61 2909 157
61 2907 158
61 2905 159
61 2903 160
61 2902 161
60 2893 162
60 2892 163
60 2891 164
60 2889 165
60 2888 166
60 2887 167
60 2886 168
60 2885 169
60 2884 170
60 2883 171
60 2882 172
60 2881 173
60 2880 174
60 2879 175
60 2878 176
60 2876 177
60 2875 178
60 2874 179
60 2873 180
60 2872 181
60 2871 182
60 2870 183
60 2869 184
60 2868 185
60 2867 186
60 2866 187
60 2865 188
60 2864 189
60 2863 190
60 2862 191
59 2862 192
59 2861 193
59 2861 194
.PEN_UP

