.COMMENT Prompt string: "#58"

.PEN_DOWN
113 2994 0
113 2992 1
.PEN_UP

.PEN_DOWN
114 2955 2
114 2952 3
114 2951 4
114 2950 5
114 2950 6
.PEN_UP

