.COMMENT Prompt string: "#62"

.PEN_DOWN
83 3029 0
87 3026 1
89 3025 2
91 3024 3
93 3022 4
95 3021 5
96 3019 6
97 3017 7
98 3015 8
100 3014 9
102 3012 10
104 3011 11
106 3010 12
107 3008 13
109 3006 14
109 3004 15
110 3003 16
111 3001 17
113 2999 18
115 2998 19
117 2996 20
118 2994 21
119 2993 22
120 2992 23
122 2990 24
124 2989 25
125 2987 26
127 2985 27
128 2983 28
130 2982 29
133 2980 30
134 2979 31
135 2977 32
137 2976 33
138 2974 34
139 2973 35
140 2972 36
141 2970 37
141 2969 38
141 2968 39
142 2968 40
142 2967 41
142 2966 42
141 2965 43
140 2964 44
140 2963 45
139 2962 46
138 2961 47
137 2960 48
136 2959 49
136 2958 50
135 2957 51
134 2956 52
134 2955 53
134 2954 54
132 2953 55
130 2952 56
129 2951 57
127 2949 58
126 2948 59
126 2947 60
125 2946 61
124 2944 62
122 2943 63
121 2942 64
119 2940 65
118 2939 66
118 2938 67
117 2937 68
116 2936 69
115 2935 70
114 2934 71
112 2933 72
110 2932 73
110 2931 74
109 2930 75
108 2929 76
108 2928 77
107 2927 78
107 2926 79
107 2925 80
106 2924 81
106 2923 82
105 2922 83
105 2921 84
104 2921 85
104 2920 86
103 2920 87
102 2919 88
102 2918 89
101 2917 90
100 2917 91
100 2916 92
99 2915 93
98 2915 94
98 2914 95
98 2913 96
98 2912 97
97 2912 98
97 2911 99
97 2910 100
97 2909 101
96 2909 102
96 2908 103
95 2908 104
94 2907 105
93 2907 106
92 2907 107
92 2906 108
91 2906 109
91 2905 110
90 2905 111
90 2904 112
89 2903 113
88 2903 114
88 2902 115
87 2901 116
86 2901 117
86 2901 118
.PEN_UP

