.COMMENT Prompt string: "4"

.PEN_DOWN
68 3009 0
68 3005 1
68 3004 2
68 3003 3
68 3002 4
68 3000 5
68 2999 6
68 2997 7
68 2996 8
68 2994 9
68 2990 10
68 2989 11
68 2987 12
68 2986 13
68 2984 14
68 2983 15
68 2981 16
68 2979 17
68 2978 18
68 2976 19
68 2975 20
68 2973 21
68 2971 22
68 2970 23
68 2968 24
68 2967 25
67 2966 26
67 2965 27
67 2964 28
67 2963 29
67 2961 30
67 2960 31
67 2959 32
67 2958 33
67 2957 34
67 2956 35
67 2955 36
67 2954 37
67 2953 38
67 2952 39
67 2951 40
68 2951 41
69 2951 42
70 2951 43
71 2951 44
73 2950 45
74 2950 46
76 2950 47
78 2950 48
80 2950 49
82 2950 50
83 2950 51
84 2950 52
86 2950 53
87 2950 54
89 2950 55
91 2950 56
93 2950 57
94 2950 58
96 2950 59
97 2950 60
98 2950 61
100 2950 62
102 2950 63
104 2950 64
105 2950 65
116 2950 66
118 2950 67
119 2950 68
126 2950 69
127 2950 70
128 2950 71
129 2950 72
130 2950 73
132 2950 74
133 2950 75
134 2950 76
135 2951 77
136 2952 78
136 2953 79
136 2954 80
136 2955 81
136 2956 82
137 2957 83
137 2958 84
137 2959 85
137 2960 86
137 2961 87
138 2962 88
138 2964 89
138 2965 90
138 2967 91
138 2968 92
138 2970 93
138 2972 94
138 2974 95
138 2975 96
138 2977 97
138 2979 98
138 2981 99
138 2982 100
138 2984 101
138 2986 102
138 2987 103
138 2989 104
138 2990 105
138 2992 106
138 2993 107
138 2994 108
138 2995 109
138 2996 110
138 2998 111
138 2999 112
138 3000 113
138 3001 114
138 3002 115
138 3003 116
138 3004 117
138 3006 118
138 3008 119
138 3009 120
138 3008 121
138 3007 122
138 3005 123
138 3003 124
138 3001 125
138 2999 126
138 2997 127
138 2994 128
138 2991 129
138 2985 130
138 2980 131
138 2975 132
138 2970 133
138 2966 134
138 2961 135
138 2956 136
138 2951 137
138 2946 138
138 2941 139
138 2937 140
137 2932 141
137 2928 142
137 2923 143
137 2919 144
137 2915 145
137 2912 146
137 2908 147
137 2905 148
137 2903 149
137 2901 150
137 2899 151
137 2896 152
137 2895 153
137 2894 154
137 2893 155
137 2891 156
137 2890 157
137 2889 158
137 2887 159
137 2886 160
137 2884 161
137 2883 162
137 2882 163
137 2881 164
137 2881 165
.PEN_UP

