.COMMENT Prompt string: "#188"

.PEN_DOWN
47 3032 0
47 3028 1
47 3026 2
47 3025 3
47 3023 4
47 3022 5
47 3020 6
47 3018 7
47 3016 8
47 3015 9
47 3013 10
47 3011 11
47 3009 12
47 3008 13
47 3006 14
47 3005 15
47 3003 16
47 3002 17
47 3001 18
47 2999 19
47 2998 20
47 2997 21
47 2995 22
47 2994 23
47 2993 24
47 2992 25
47 2991 26
47 2990 27
47 2989 28
47 2988 29
47 2987 30
47 2986 31
47 2985 32
47 2984 33
47 2983 34
46 2982 35
46 2981 36
46 2980 37
46 2979 38
46 2978 39
46 2977 40
46 2976 41
46 2975 42
46 2974 43
46 2973 44
46 2973 45
.PEN_UP

.PEN_DOWN
136 3028 46
133 3024 47
133 3023 48
133 3022 49
132 3021 50
131 3020 51
131 3019 52
129 3018 53
129 3017 54
127 3015 55
127 3014 56
126 3013 57
124 3009 58
123 3008 59
122 3006 60
120 3005 61
119 3003 62
118 3001 63
117 2999 64
116 2997 65
115 2996 66
114 2994 67
113 2993 68
113 2992 69
112 2990 70
111 2988 71
109 2987 72
108 2985 73
107 2983 74
105 2981 75
105 2979 76
104 2977 77
103 2976 78
102 2974 79
101 2972 80
101 2971 81
100 2970 82
99 2968 83
98 2967 84
97 2965 85
95 2963 86
93 2962 87
91 2960 88
91 2959 89
89 2957 90
88 2956 91
87 2954 92
87 2953 93
86 2952 94
85 2950 95
84 2949 96
83 2948 97
83 2946 98
81 2945 99
80 2943 100
79 2942 101
77 2941 102
77 2940 103
76 2939 104
75 2938 105
75 2937 106
74 2936 107
73 2935 108
73 2934 109
72 2933 110
72 2932 111
71 2932 112
71 2931 113
71 2930 114
70 2930 115
70 2929 116
69 2928 117
69 2927 118
68 2926 119
68 2925 120
67 2925 121
67 2924 122
66 2923 123
65 2922 124
64 2922 125
63 2921 126
63 2920 127
62 2919 128
61 2919 129
61 2918 130
61 2917 131
60 2916 132
59 2915 133
59 2914 134
58 2914 135
57 2913 136
57 2912 137
56 2912 138
55 2911 139
55 2910 140
54 2909 141
54 2908 142
53 2908 143
53 2907 144
53 2906 145
52 2906 146
52 2905 147
51 2905 148
51 2904 149
51 2903 150
50 2902 151
49 2902 152
49 2901 153
49 2902 154
49 2902 155
.PEN_UP

.PEN_DOWN
119 2964 156
119 2960 157
119 2959 158
119 2958 159
119 2956 160
119 2955 161
119 2953 162
119 2952 163
119 2951 164
119 2949 165
119 2948 166
119 2947 167
119 2946 168
119 2944 169
119 2943 170
119 2942 171
119 2941 172
119 2940 173
119 2939 174
118 2938 175
118 2937 176
118 2936 177
118 2935 178
118 2934 179
118 2933 180
119 2933 181
120 2933 182
121 2933 183
122 2933 184
124 2933 185
126 2933 186
127 2933 187
128 2933 188
130 2933 189
131 2933 190
132 2933 191
133 2933 192
134 2933 193
135 2933 194
136 2933 195
137 2933 196
138 2933 197
139 2933 198
140 2933 199
141 2933 200
142 2933 201
143 2933 202
144 2933 203
145 2933 204
146 2933 205
147 2933 206
148 2933 207
149 2933 208
149 2934 209
149 2934 210
.PEN_UP

.PEN_DOWN
155 2965 211
155 2961 212
155 2960 213
155 2959 214
154 2957 215
154 2955 216
154 2954 217
154 2952 218
154 2950 219
154 2949 220
154 2947 221
153 2945 222
153 2944 223
153 2943 224
153 2941 225
153 2940 226
153 2938 227
153 2937 228
153 2936 229
153 2934 230
153 2933 231
153 2932 232
153 2931 233
153 2930 234
153 2928 235
153 2927 236
153 2926 237
153 2925 238
153 2924 239
153 2923 240
153 2922 241
153 2921 242
153 2920 243
153 2919 244
153 2918 245
152 2917 246
152 2916 247
152 2915 248
151 2914 249
151 2913 250
151 2912 251
151 2911 252
151 2910 253
150 2909 254
150 2908 255
150 2907 256
149 2906 257
149 2905 258
149 2904 259
149 2903 260
149 2902 261
149 2901 262
149 2900 263
149 2900 264
.PEN_UP

